# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.045e-05 to 208.72 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       1.573484421179e-01      -5.886899471133e-02      -1.527450782532e+02      -2.262272593995e+02      -5.876963312535e-02      -2.148598580582e+02      -2.086691776060e+02       4.565013478919e-02       4.565013478919e-02       4.524545187991e+02       5.449709005817e-01       7.660598632973e-02      -2.750471559687e-06       2.362959315819e-06      -3.033655539799e-09      -2.724856113527e-01      -1.398972439800e-02      -2.724854502908e-01      -1.245172581058e-02 
       1.626124633868e-01      -5.593827365510e-02      -1.520362883112e+02      -2.303699817077e+02      -5.584402865961e-02      -2.182520270066e+02      -2.119635044744e+02       4.341720216777e-02       4.341720216777e-02       4.607399634154e+02       5.538145646973e-01       7.287171054536e-02      -2.642286610259e-06       2.247507709961e-06      -2.885434530558e-09      -2.769074347325e-01      -1.504280197504e-02      -2.769072823487e-01      -1.277672162280e-02 
       1.680514791434e-01      -5.347241346990e-02      -1.549357914129e+02      -2.351949221210e+02      -5.338227589818e-02      -2.227790477886e+02      -2.163600397757e+02       4.149544491159e-02       4.149544491159e-02       4.703898442420e+02       5.652519303846e-01       6.964381534129e-02      -2.519037242878e-06       2.147916393636e-06      -2.757575397314e-09      -2.826261110310e-01      -1.514000556754e-02      -2.826259651923e-01      -1.300881923437e-02 
       1.736717734164e-01      -5.144949879491e-02      -1.618779185147e+02      -2.408638690771e+02      -5.136253446049e-02      -2.286448815983e+02      -2.220568579497e+02       3.987616140384e-02       3.987616140384e-02       4.817277381542e+02       5.797958769521e-01       6.691035423493e-02      -2.385469403089e-06       2.063777907447e-06      -2.649555078910e-09      -2.898980796969e-01      -1.427895846623e-02      -2.898979384761e-01      -1.315742405607e-02 
       1.794797063654e-01      -4.974548747913e-02      -1.720560145033e+02      -2.472963146458e+02      -4.966106474660e-02      -2.356567011395e+02      -2.288666654371e+02       3.848212403984e-02       3.848212403984e-02       4.945926292917e+02       5.970381591735e-01       6.454780243326e-02      -2.251035659881e-06       1.991233668700e-06      -2.556419836162e-09      -2.985192174254e-01      -1.276128005662e-02      -2.985190795867e-01      -1.325965447634e-02 
       1.854817361430e-01      -4.817348696696e-02      -1.835318724681e+02      -2.541870536518e+02      -4.809140577273e-02      -2.432566913707e+02      -2.362476917861e+02       3.719392927946e-02       3.719392927946e-02       5.083741073037e+02       6.157262478790e-01       6.236396416597e-02      -2.125811279573e-06       1.924230041073e-06      -2.470397880197e-09      -3.078632586748e-01      -1.113924872673e-02      -3.078631239395e-01      -1.337386625701e-02 
       1.916844460533e-01      -4.653163831039e-02      -1.936886898694e+02      -2.610272730967e+02      -4.645214529843e-02      -2.506099433809e+02      -2.433890597959e+02       3.587845849088e-02       3.587845849088e-02       5.220545461935e+02       6.339366542890e-01       6.014295357933e-02      -2.018154588157e-06       1.855989521414e-06      -2.382788061693e-09      -3.169684580963e-01      -1.006030131164e-02      -3.169683271445e-01      -1.355980944721e-02 
       1.980945778605e-01      -4.466918972724e-02      -2.001199468352e+02      -2.672448243202e+02      -4.459284493456e-02      -2.568605324221e+02      -2.494594938069e+02       3.443190955457e-02       3.443190955457e-02       5.344896486404e+02       6.496537637521e-01       5.771477743632e-02      -1.930710884846e-06       1.781200012731e-06      -2.286770544785e-09      -3.248270077251e-01      -1.003033431892e-02      -3.248268818760e-01      -1.385441731544e-02 
       2.047190721198e-01      -4.256154265389e-02      -2.017755950501e+02      -2.725345045968e+02      -4.248893349721e-02      -2.615880203458e+02      -2.540506740127e+02       3.283294629495e-02       3.283294629495e-02       5.450690091937e+02       6.618572640910e-01       5.504290999520e-02      -1.860421551752e-06       1.698721006035e-06      -2.180881077772e-09      -3.309287514568e-01      -1.117608604233e-02      -3.309286320455e-01      -1.425713619289e-02 
       2.115651164281e-01      -4.031614216019e-02      -1.995950187953e+02      -2.770246973806e+02      -4.024759181439e-02      -2.650462398996e+02      -2.574091384676e+02       3.114883922231e-02       3.114883922231e-02       5.540493947612e+02       6.711000456752e-01       5.223510205272e-02      -1.799081609878e-06       1.611891045499e-06      -2.069405732635e-09      -3.355501350808e-01      -1.314263451590e-02      -3.355500228376e-01      -1.472566770869e-02 
       2.186402025574e-01      -3.811835110345e-02      -1.962751840346e+02      -2.812140156612e+02      -3.805375820214e-02      -2.680738781990e+02      -2.603494347492e+02       2.949867728136e-02       2.949867728136e-02       5.624280313225e+02       6.792900058740e-01       4.948330161006e-02      -1.737417013023e-06       1.526754979566e-06      -1.960105028832e-09      -3.396451082176e-01      -1.519088023989e-02      -3.396450029370e-01      -1.518632407763e-02 
       2.259521935256e-01      -3.614055768084e-02      -1.951459225753e+02      -2.857251449695e+02      -3.607943420218e-02      -2.717124120774e+02      -2.638830522755e+02       2.799524034500e-02       2.799524034500e-02       5.714502899391e+02       6.888265213615e-01       4.697007100647e-02      -1.667062760077e-06       1.449042782730e-06      -1.860335273083e-09      -3.444133600425e-01      -1.650649977522e-02      -3.444132606807e-01      -1.556357470150e-02 
       2.335094018102e-01      -3.447796776991e-02      -1.986594080863e+02      -2.910996771621e+02      -3.441963132639e-02      -2.767990043193e+02      -2.688230393466e+02       2.670320541651e-02       2.670320541651e-02       5.821993543243e+02       7.016703029646e-01       4.480101182644e-02      -1.586750137012e-06       1.382108188487e-06      -1.774402105436e-09      -3.508352463641e-01      -1.659568329068e-02      -3.508351514823e-01      -1.582124031211e-02 
       2.413206801273e-01      -3.310598425166e-02      -2.070399132379e+02      -2.975435826986e+02      -3.304983245786e-02      -2.835424655615e+02      -2.753721800800e+02       2.561158326461e-02       2.561158326461e-02       5.950871653971e+02       7.183791946861e-01       4.296027326043e-02      -1.501383623562e-06       1.325433584964e-06      -1.701641027901e-09      -3.591896889701e-01      -1.558349714542e-02      -3.591895973431e-01      -1.598854783445e-02 
       2.493955265004e-01      -3.188377383471e-02      -2.178333679089e+02      -3.046733389162e+02      -3.182953422018e-02      -2.912389668909e+02      -2.828469044334e+02       2.463084744241e-02       2.463084744241e-02       6.093466778323e+02       7.373788537736e-01       4.130392613483e-02      -1.419461765903e-06       1.274499914830e-06      -1.636250378834e-09      -3.686895157475e-01      -1.420188918739e-02      -3.686894268868e-01      -1.614446765350e-02 
       2.577442057667e-01      -3.063507672523e-02      -2.271156363188e+02      -3.116939084222e+02      -3.058286797158e-02      -2.986094004661e+02      -2.900049403051e+02       2.364463714448e-02       2.364463714448e-02       6.233878168445e+02       7.557121355152e-01       3.964321479026e-02      -1.348140633050e-06       1.223392836069e-06      -1.570637162194e-09      -3.778561534996e-01      -1.341480819037e-02      -3.778560677576e-01      -1.637618404860e-02 
       2.663778902276e-01      -2.925573532493e-02      -2.318817344262e+02      -3.179252243489e+02      -2.920589172244e-02      -3.046140292868e+02      -2.958365015745e+02       2.258189460738e-02       2.258189460738e-02       6.358504486977e+02       7.709387633634e-01       3.786200960379e-02      -1.289357102354e-06       1.168454248855e-06      -1.500104992449e-09      -3.854694635120e-01      -1.383810407228e-02      -3.854693816817e-01      -1.672891283901e-02 
       2.753088229086e-01      -2.776471678203e-02      -2.320201445357e+02      -3.231869669915e+02      -2.771750770213e-02      -3.090831703988e+02      -3.001768027584e+02       2.145071448366e-02       2.145071448366e-02       6.463739339830e+02       7.825918108733e-01       3.597177618166e-02      -1.238758655755e-06       1.110052069891e-06      -1.425126180894e-09      -3.912959827383e-01      -1.530875693141e-02      -3.912959054366e-01      -1.716950897243e-02 
       2.845505078830e-01      -2.628605874247e-02      -2.306108042901e+02      -3.279937540078e+02      -2.624146374047e-02      -3.129282944298e+02      -3.039110691387e+02       2.032977700170e-02       2.032977700170e-02       6.559875080157e+02       7.927253041241e-01       3.409894018562e-02      -1.189125709846e-06       1.052166674309e-06      -1.350810827085e-09      -3.963627248654e-01      -1.694901065975e-02      -3.963626520621e-01      -1.760643051528e-02 
       2.941179334373e-01      -2.496108147452e-02      -2.319105445721e+02      -3.332937750909e+02      -2.491876999726e-02      -3.176094427700e+02      -3.084572866318e+02       1.931331224668e-02       1.931331224668e-02       6.665875501818e+02       8.047477666376e-01       3.239671048956e-02      -1.135243802291e-06       9.995882540799e-07      -1.283308706865e-09      -4.023739523142e-01      -1.777365260793e-02      -4.023738833188e-01      -1.795791767785e-02 
       3.040278355943e-01      -2.383234548107e-02      -2.379505264998e+02      -3.396032296177e+02      -2.379190565297e-02      -3.238771864732e+02      -3.145444001918e+02       1.843146654465e-02       1.843146654465e-02       6.792064592354e+02       8.204494550312e-01       3.091475996340e-02      -1.077273057584e-06       9.538857566193e-07      -1.224634098233e-09      -4.102247935487e-01      -1.744961216025e-02      -4.102247275156e-01      -1.820846871124e-02 
       3.142990118399e-01      -2.282504429386e-02      -2.468839085912e+02      -3.466447008695e+02      -2.278624302405e-02      -3.312113205558e+02      -3.216671825687e+02       1.763702134733e-02       1.763702134733e-02       6.932894017391e+02       8.386803802597e-01       2.957730764030e-02      -1.020099244710e-06       9.126908416847e-07      -1.171746482221e-09      -4.193402536426e-01      -1.658674150928e-02      -4.193401901298e-01      -1.842695861718e-02 
       3.249526980112e-01      -2.182073962021e-02      -2.545584405503e+02      -3.536241306015e+02      -2.178360908044e-02      -3.382982682517e+02      -3.285498934109e+02       1.685254357749e-02       1.685254357749e-02       7.072482612030e+02       8.564217290060e-01       2.825902999123e-02      -9.690263891016e-07       8.720656999453e-07      -1.119590395093e-09      -4.282109253626e-01      -1.622863084638e-02      -4.282108645030e-01      -1.871125030996e-02 
       3.360130255413e-01      -2.075331823143e-02      -2.581725497292e+02      -3.598349194180e+02      -2.071802475007e-02      -3.441073297880e+02      -3.341915283544e+02       1.603199483902e-02       1.603199483902e-02       7.196698388359e+02       8.712270390126e-01       2.688434523938e-02      -9.247968226233e-07       8.296453462853e-07      -1.065129590072e-09      -4.356135773117e-01      -1.690300992762e-02      -4.356135195063e-01      -1.909332802978e-02 
       3.475075820536e-01      -1.966832481272e-02      -2.591207074151e+02      -3.654863208001e+02      -1.963492146346e-02      -3.490311112414e+02      -3.389733885627e+02       1.520342142730e-02       1.520342142730e-02       7.309726416001e+02       8.839583888560e-01       2.549798896622e-02      -8.837661535437e-07       7.868240666597e-07      -1.010154070288e-09      -4.419792490398e-01      -1.811550867357e-02      -4.419791944280e-01      -1.951602422691e-02 
       3.594681063749e-01      -1.865522875204e-02      -2.614047162087e+02      -3.713538052474e+02      -1.862356596281e-02      -3.543442050177e+02      -3.441333497795e+02       1.442481564767e-02       1.442481564767e-02       7.427076104948e+02       8.975477427804e-01       2.419362987446e-02      -8.415977051500e-07       7.465481976250e-07      -9.584464198984e-10      -4.487739231119e-01      -1.886366139674e-02      -4.487738713902e-01      -1.988594345577e-02 
       3.719313604179e-01      -1.775421360225e-02      -2.673281507402e+02      -3.780434855582e+02      -1.772406077745e-02      -3.609153287685e+02      -3.505150995204e+02       1.372414508020e-02       1.372414508020e-02       7.560869711165e+02       9.140666608975e-01       2.301717761652e-02      -7.978538136068e-07       7.102581213818e-07      -9.118558497338e-10      -4.570333797455e-01      -1.874366393479e-02      -4.570333304487e-01      -2.018241022185e-02 
       3.849402367085e-01      -1.691227316973e-02      -2.747636584680e+02      -3.851858901540e+02      -1.688352376403e-02      -3.681030634221e+02      -3.574956939188e+02       1.306737319094e-02       1.306737319094e-02       7.703717803081e+02       9.320691853490e-01       2.191377937319e-02      -7.555941095639e-07       6.762428533584e-07      -8.681857652442e-10      -4.660346397355e-01      -1.840088925081e-02      -4.660345926745e-01      -2.047395390783e-02 
       3.985451841207e-01      -1.606260101360e-02      -2.801007778299e+02      -3.920631620277e+02      -1.603529495905e-02      -3.747420558211e+02      -3.639433529786e+02       1.241031203972e-02       1.241031203972e-02       7.841263240555e+02       9.488595477493e-01       2.081172411229e-02      -7.173436364648e-07       6.422469136989e-07      -8.245405156293e-10      -4.744298185763e-01      -1.868536079840e-02      -4.744297738747e-01      -2.083577813646e-02 
       4.128060697197e-01      -1.520408167873e-02      -2.830602977145e+02      -3.985374274117e+02      -1.517825269777e-02      -3.806725646961e+02      -3.697029404103e+02       1.175072734936e-02       1.175072734936e-02       7.970748548233e+02       9.640211958351e-01       1.970682398716e-02      -6.818632082913e-07       6.081358077831e-07      -7.807474204086e-10      -4.820106401629e-01      -1.951570962111e-02      -4.820105979175e-01      -2.124784752351e-02 
       4.277946481598e-01      -1.438701531615e-02      -2.868390243107e+02      -4.052179476584e+02      -1.436258129347e-02      -3.869041535258e+02      -3.757549349328e+02       1.112084900292e-02       1.112084900292e-02       8.104358953167e+02       9.798694966603e-01       1.865099306634e-02      -6.463947473430e-07       5.755434376782e-07      -7.389041239039e-10      -4.899347882785e-01      -2.006953895923e-02      -4.899347483302e-01      -2.163183148430e-02 
       4.435978930530e-01      -1.362767782124e-02      -2.929791438749e+02      -4.124623671799e+02      -1.360452367124e-02      -3.939777212314e+02      -3.826246500052e+02       1.053168570384e-02       1.053168570384e-02       8.249247343599e+02       9.976844819036e-01       1.766218811223e-02      -6.106439027183e-07       5.450435018781e-07      -6.997471637815e-10      -4.988422788293e-01      -2.008510750791e-02      -4.988422409518e-01      -2.197313471453e-02 
       4.603225764433e-01      -1.289314613871e-02      -2.992317381314e+02      -4.200062615647e+02      -1.287123397664e-02      -4.013218349939e+02      -3.897571142479e+02       9.962614997008e-03       9.962614997008e-03       8.400125231294e+02       1.016213850403e+00       1.670737556261e-02      -5.767020115137e-07       5.155884219154e-07      -6.619316315099e-10      -5.081069610610e-01      -2.022228582452e-02      -5.081069252017e-01      -2.234612911266e-02 
       4.781016974002e-01      -1.215731012596e-02      -3.037765432336e+02      -4.273919906499e+02      -1.213665455890e-02      -4.082680502084e+02      -3.965031433389e+02       9.395283070029e-03       9.395283070029e-03       8.547839812999e+02       1.033868466863e+00       1.575636227480e-02      -5.447596989566e-07       4.862363146403e-07      -6.242483071811e-10      -5.169342672210e-01      -2.081603052687e-02      -5.169342334313e-01      -2.277042406640e-02 
       4.971037220162e-01      -1.144213544407e-02      -3.086715476809e+02      -4.349645963620e+02      -1.142269763695e-02      -4.154264083806e+02      -4.034552032848e+02       8.843110605492e-03       8.843110605492e-03       8.699291927240e+02       1.052025334884e+00       1.483051175312e-02      -5.131311454004e-07       4.576643622173e-07      -5.875665721381e-10      -5.260126992343e-01      -2.129464200144e-02      -5.260126674422e-01      -2.318714200264e-02 
       5.175462254640e-01      -1.075908160335e-02      -3.151589392815e+02      -4.431692795940e+02      -1.074079977450e-02      -4.233654084124e+02      -4.111654114590e+02       8.314229485607e-03       8.314229485607e-03       8.863385591881e+02       1.072070116607e+00       1.394322866930e-02      -4.817682902899e-07       4.302886408261e-07      -5.524205976184e-10      -5.360350882146e-01      -2.148769315318e-02      -5.360350583035e-01      -2.359728684291e-02 
       5.397166623225e-01      -1.008137644243e-02      -3.211196336224e+02      -4.516043794252e+02      -1.006424693032e-02      -4.314176962547e+02      -4.189856416722e+02       7.790604843476e-03       7.790604843476e-03       9.032087588504e+02       1.092466085651e+00       1.306512179184e-02      -4.515169759669e-07       4.031925918254e-07      -5.176336814919e-10      -5.462330708499e-01      -2.192793623395e-02      -5.462330428255e-01      -2.405090082726e-02 
       5.640051344168e-01      -9.410355871031e-03      -3.270697914728e+02      -4.604086141071e+02      -9.394367941901e-03      -4.397803817325e+02      -4.271073246868e+02       7.272346392952e-03       7.272346392952e-03       9.208172282141e+02       1.113663672155e+00       1.219607842529e-02      -4.216915453284e-07       3.763733943801e-07      -4.832021972128e-10      -5.568318622310e-01      -2.243263006269e-02      -5.568318360774e-01      -2.452935958264e-02 
       5.909582740904e-01      -8.750461859145e-03      -3.341533875315e+02      -4.699437542558e+02      -8.735593586198e-03      -4.489362463139e+02      -4.359993305317e+02       6.762009931431e-03       6.762009931431e-03       9.398875085116e+02       1.136819851329e+00       1.134010252742e-02      -3.918600735290e-07       3.499611799145e-07      -4.492932110594e-10      -5.684099499901e-01      -2.280083618417e-02      -5.684099256647e-01      -2.502477486956e-02 
       6.213722692355e-01      -8.086001427026e-03      -3.412454187651e+02      -4.801441578348e+02      -8.072262974200e-03      -4.586557595417e+02      -4.454387415968e+02       6.248673529287e-03       6.248673529287e-03       9.602883156697e+02       1.161443878095e+00       1.047926548039e-02      -3.622218908677e-07       3.233963343989e-07      -4.151882730421e-10      -5.807219615231e-01      -2.334497175788e-02      -5.807219390477e-01      -2.557430213279e-02 
       6.564629512245e-01      -7.415436190913e-03      -3.493804561656e+02      -4.914343153101e+02      -7.402836580656e-03      -4.694577941366e+02      -4.559294789844e+02       5.730345149408e-03       5.730345149408e-03       9.828686306201e+02       1.188784783687e+00       9.609968146589e-03      -3.320950849399e-07       2.965711177480e-07      -3.807490596477e-10      -5.943924124570e-01      -2.385384139579e-02      -5.943923918436e-01      -2.617027838466e-02 
       6.981984631515e-01      -6.724624039586e-03      -3.583529409413e+02      -5.041296371027e+02      -6.713198426271e-03      -4.815771637710e+02      -4.676995889437e+02       5.196521486142e-03       5.196521486142e-03       1.008259274205e+03       1.219474999781e+00       8.714732937587e-03      -3.011806019137e-07       2.689451511852e-07      -3.452818143619e-10      -6.097375185829e-01      -2.448302119544e-02      -6.097374998906e-01      -2.684789021261e-02 
       7.500018468616e-01      -5.999827563684e-03      -3.689645042057e+02      -5.190025432294e+02      -5.989633342451e-03      -4.957908072114e+02      -4.815036210236e+02       4.636373061972e-03       4.636373061972e-03       1.038005086459e+03       1.255460595509e+00       7.775329725893e-03      -2.686914382316e-07       2.399560848077e-07      -3.080645702821e-10      -6.277303144327e-01      -2.518991081774e-02      -6.277302977546e-01      -2.763782802302e-02 
       8.183545573291e-01      -5.216667101613e-03      -3.819533810141e+02      -5.372491682151e+02      -5.207803512974e-03      -5.132240190179e+02      -4.984344413797e+02       4.031145557671e-03       4.031145557671e-03       1.074498336430e+03       1.299599696342e+00       6.760334349580e-03      -2.336028316362e-07       2.086339621697e-07      -2.678520615353e-10      -6.497998626725e-01      -2.606495270371e-02      -6.497998481712e-01      -2.860793618065e-02 
       9.165853555112e-01      -4.343577230054e-03      -3.989726663924e+02      -5.611584745338e+02      -4.336197080430e-03      -5.360673887914e+02      -5.206195123618e+02       3.356433303615e-03       3.356433303615e-03       1.122316949068e+03       1.357437139348e+00       5.628813429703e-03      -1.944905920934e-07       1.737156033611e-07      -2.230225705805e-10      -6.787185817485e-01      -2.721255314414e-02      -6.787185696740e-01      -2.987926030779e-02 
       1.071903363144e+00      -3.364934154473e-03      -4.227216338498e+02      -5.945263415387e+02      -3.359216802120e-03      -5.679471441609e+02      -5.515805635722e+02       2.600165886936e-03       2.600165886936e-03       1.189052683077e+03       1.438154171320e+00       4.360525360177e-03      -1.506565514920e-07       1.345763080759e-07      -1.727740838433e-10      -7.190770950144e-01      -2.881557590847e-02      -7.190770856602e-01      -3.165371612937e-02 
       1.319165707684e+00      -2.389172938266e-03      -4.546030448334e+02      -6.393219438094e+02      -2.385113492688e-03      -6.107448332182e+02      -5.931449242524e+02       1.846143452933e-03       1.846143452933e-03       1.278643887619e+03       1.546515239778e+00       3.096007495275e-03      -1.069585370829e-07       9.555288332026e-08      -1.226743557667e-10      -7.732576265307e-01      -3.096890632466e-02      -7.732576198890e-01      -3.403608300664e-02 
       1.657963624067e+00      -1.630739390960e-03      -4.901589478977e+02      -6.892850315326e+02      -1.627968601166e-03      -6.584790347246e+02      -6.395035451159e+02       1.260074627454e-03       1.260074627454e-03       1.378570063065e+03       1.667375619206e+00       2.113156656385e-03      -7.299859904987e-08       6.522152682353e-08      -8.373382892112e-11      -8.336878141363e-01      -3.337273251825e-02      -8.336878096029e-01      -3.669356716768e-02 
       2.087199922992e+00      -1.104979940430e-03      -5.263787341197e+02      -7.401834121813e+02      -1.103102471754e-03      -7.071065426888e+02      -6.867297343445e+02       8.538096154518e-04       8.538096154518e-04       1.480366824363e+03       1.790498472073e+00       1.431843421335e-03      -4.946011662895e-08       4.419566412630e-08      -5.674004198919e-11      -8.952492391084e-01      -3.582376623067e-02      -8.952492360366e-01      -3.940112739911e-02 
       2.627628826500e+00      -7.456091713493e-04      -5.629442451451e+02      -7.915713004105e+02      -7.443423140919e-04      -7.562013157869e+02      -7.344097266526e+02       5.761209441914e-04       5.761209441914e-04       1.583142600821e+03       1.914804862704e+00       9.661562282766e-04      -3.337272346460e-08       2.982418693091e-08      -3.828940334422e-11      -9.574024334246e-01      -3.830164824556e-02      -9.574024313518e-01      -4.213520370906e-02 
       3.307988702341e+00      -5.012389640522e-04      -5.998007201274e+02      -8.433711688615e+02      -5.003873201421e-04      -8.056893482760e+02      -7.824716479434e+02       3.872967453080e-04       3.872967453080e-04       1.686742337723e+03       2.040107714129e+00       6.494966259767e-04      -2.243439890733e-08       2.005186971189e-08      -2.574333782637e-11      -1.020053858458e+00      -4.080404980281e-02      -1.020053857065e+00      -4.489188980289e-02 
       4.164511039305e+00      -3.358173513736e-04      -6.368982612472e+02      -8.955161346907e+02      -3.352467789503e-04      -8.555063846472e+02      -8.308530936755e+02       2.594773621087e-04       2.594773621087e-04       1.791032269381e+03       2.166244393325e+00       4.351430148519e-04      -1.503052186815e-08       1.343687300524e-08      -1.725075816850e-11      -1.083122197596e+00      -4.333078919190e-02      -1.083122196662e+00      -4.766806402904e-02 
       5.242808775079e+00      -2.242955559276e-04      -6.742011216358e+02      -9.479570357182e+02      -2.239144731234e-04      -9.056053379069e+02      -8.795083332873e+02       1.733066346071e-04       1.733066346071e-04       1.895914071436e+03       2.293096316007e+00       2.906346447686e-04      -1.003943475635e-08       8.977425113877e-09      -1.152555250048e-11      -1.146548158627e+00      -4.588407309737e-02      -1.146548158004e+00      -5.046179834282e-02 
       6.600305196124e+00      -1.493860748151e-04      -7.116659464914e+02      -1.000639202938e+03      -1.491322732362e-04      -9.559332892568e+02      -9.283859726193e+02       1.154260405323e-04       1.154260405323e-04       2.001278405876e+03       2.420530162386e+00       1.935690101647e-04      -6.687140093505e-09       5.982158462173e-09      -7.680117340396e-12      -1.210265081608e+00      -4.846939708495e-02      -1.210265081193e+00      -5.327137375583e-02 
       8.309291936997e+00      -9.923750890622e-05      -7.492605250910e+02      -1.053525363630e+03      -9.906891691852e-05      -1.006453748983e+03      -9.774505732627e+02       7.667786867010e-05       7.667786867010e-05       2.107050727260e+03       2.548454911839e+00       1.285885070244e-04      -4.443081215395e-09       3.977112071442e-09      -5.105963901631e-12      -1.274227456195e+00      -5.109816925759e-02      -1.274227455919e+00      -5.609675605210e-02 
       1.046077877350e+01      -6.576756977633e-05      -7.869555326886e+02      -1.106588303353e+03      -6.565584845594e-05      -1.057139176089e+03      -1.026675387724e+03       5.081692443757e-05       5.081692443757e-05       2.213176606705e+03       2.676803043566e+00       8.521988630684e-05      -2.945469684107e-09       2.639061725501e-09      -3.388124875906e-12      -1.338401521966e+00      -5.379096571890e-02      -1.338401521783e+00      -5.893972254376e-02 
       1.316934022512e+01      -4.349058338754e-05      -8.247086823759e+02      -1.159791105953e+03      -4.341671458513e-05      -1.107951823480e+03      -1.076023756575e+03       3.360447267968e-05       3.360447267968e-05       2.319582211906e+03       2.805482686992e+00       5.635476652342e-05      -1.948768689093e-09       1.748627341820e-09      -2.244951927462e-12      -1.402741343617e+00      -5.658198779542e-02      -1.402741343496e+00      -6.180361490007e-02 
       1.657921706597e+01      -2.870106370749e-05      -8.624769273651e+02      -1.213111443702e+03      -2.865232533117e-05      -1.158866158026e+03      -1.125470882422e+03       2.217734166930e-05       2.217734166930e-05       2.426222887403e+03       2.934435189038e+00       3.719160192677e-05      -1.287133569342e-09       1.157621855288e-09      -1.486196972476e-12      -1.467217594599e+00      -5.952943964870e-02      -1.467217594519e+00      -6.469597892817e-02 
       2.087199767200e+01      -1.890526004975e-05      -9.002034874351e+02      -1.266531133434e+03      -1.887316717567e-05      -1.209858025340e+03      -1.174993306914e+03       1.460866784321e-05       1.460866784321e-05       2.533062266869e+03       3.063609345092e+00       2.449904385960e-05      -8.489589112553e-10       7.663171826244e-10      -9.838253760108e-13      -1.531804672598e+00      -6.272961271771e-02      -1.531804672546e+00      -6.763017026529e-02 
       2.627628826418e+01      -1.243085466520e-05      -9.378022278024e+02      -1.320030925962e+03      -1.240976383500e-05      -1.260897828610e+03      -1.224562286138e+03       9.606298978338e-06       9.606298978338e-06       2.640061851923e+03       3.192946445100e+00       1.611015698425e-05      -5.594055545510e-10       5.078350798927e-10      -6.519763527513e-13      -1.596473222585e+00      -6.634083007642e-02      -1.596473222550e+00      -7.062863320083e-02 
       3.307988702341e+01      -8.160037606398e-06      -9.751371465881e+02      -1.373585684619e+03      -8.146204649664e-06      -1.311943279640e+03      -1.274136750564e+03       6.306541491357e-06       6.306541491357e-06       2.747171369237e+03       3.322366012210e+00       1.057653181461e-05      -3.684515385346e-10       3.374720926777e-10      -4.332579397444e-13      -1.661183006128e+00      -7.062215060528e-02      -1.661183006105e+00      -7.372838921388e-02 
       4.164511039305e+01      -5.347944747072e-06      -1.012005530857e+03      -1.427181681423e+03      -5.338891101840e-06      -1.362951413320e+03      -1.323674973299e+03       4.133867628819e-06       4.133867628819e-06       2.854363362846e+03       3.451802664891e+00       6.933012479816e-06      -2.427652919675e-10       2.254384437883e-10      -2.894249095736e-13      -1.725901332460e+00      -7.599744593239e-02      -1.725901332446e+00      -7.699127423820e-02 
       5.242808775079e+01      -3.499442398057e-06      -1.048079163801e+03      -1.480799302698e+03      -3.493530786206e-06      -1.413854873193e+03      -1.373111539056e+03       2.705708552315e-06       2.705708552315e-06       2.961598605395e+03       3.581156494508e+00       4.538034407095e-06      -1.601906123647e-10       1.519298285496e-10      -1.950517573671e-13      -1.790578247264e+00      -8.315602979761e-02      -1.790578247254e+00      -8.051796997026e-02 
       6.600305196124e+01      -2.286207528403e-06      -1.082820024461e+03      -1.534399125729e+03      -2.282358518971e-06      -1.464537100372e+03      -1.422333248092e+03       1.768383862382e-06       1.768383862382e-06       3.068798251458e+03       3.710246919759e+00       2.966178094610e-06      -1.060353735582e-10       1.038104100026e-10      -1.332742064190e-13      -1.855123459886e+00      -9.321335620464e-02      -1.855123459879e+00      -8.447104069478e-02 
       8.309291936997e+01      -1.491081758999e-06      -1.115387837884e+03      -1.587958368752e+03      -1.488584878584e-06      -1.514848841935e+03      -1.471195148934e+03       1.154105309331e-06       1.154105309331e-06       3.175916737505e+03       3.838880884666e+00       1.936064398844e-06      -7.058416741909e-11       7.238643984026e-11      -9.293089986161e-14      -1.919440442337e+00      -1.079663667376e-01      -1.919440442333e+00      -8.911423142980e-02 
       1.046077877350e+02      -9.706645047228e-07      -1.144419996751e+03      -1.641419722180e+03      -9.690529007368e-07      -1.564530850818e+03      -1.519445465917e+03       7.520734050401e-07       7.520734050401e-07       3.282839444360e+03       3.966697854675e+00       1.261883584823e-06      -4.740902380760e-11       5.190782721508e-11      -6.663965921083e-14      -1.983348927340e+00      -1.302777811565e-01      -1.983348927338e+00      -9.486670812023e-02 
